User_ID,User_Role,Login_Time,Failed_Login_Attempts,Successful_Logins,IP_Geolocation,MFA_Used,Session_Duration,Concurrent_Sessions,Privilege_Level,Privilege_Escalation_Attempt,Access_Control_Violation,Suspicious_Command_Execution,Anomaly_Score,Network_Anomaly,Keystroke_Anomaly,File_Access_Anomaly,Time_Anomaly,Privilege_Escalation_Label
2363,Guest,19,1,4,USA,1,58,4,1,0,0,1,0.8953441337843437,0,0,0,0,0
3139,User,15,2,3,Germany,1,62,3,2,0,0,1,0.06366428526747281,1,0,0,0,0
2390,User,11,0,6,China,0,49,4,1,0,0,0,0.17630845942908413,0,0,1,0,0
4003,User,16,1,4,India,1,81,1,1,0,0,0,0.1693684069188326,1,0,0,1,0
2478,User,4,2,8,USA,0,54,2,1,0,0,0,0.6719646481756439,0,0,0,0,0
4499,User,12,2,1,USA,1,26,1,1,0,0,0,0.0119113741751673,0,0,0,0,0
3556,Admin,7,1,8,Russia,1,56,4,1,0,0,1,0.8064261999760021,0,0,0,1,0
1775,User,23,2,1,India,1,57,2,1,0,0,0,0.5470460184253542,0,0,0,0,0
1034,Guest,4,2,1,Russia,1,35,2,2,0,0,0,0.5663130315873935,0,0,0,0,1
3253,User,11,1,7,Russia,1,75,2,1,0,0,0,0.5373364222410117,1,0,0,0,0
4152,User,8,2,1,China,1,116,1,3,0,1,0,0.5353458897232722,0,0,0,0,0
2955,User,2,2,9,USA,1,52,2,1,0,0,1,0.19788607463355024,0,1,1,0,0
2585,User,2,3,8,India,1,94,1,1,0,0,0,0.2831797218190315,0,0,0,0,0
4943,User,0,3,1,China,1,35,1,1,0,0,0,0.48761745783347543,0,0,0,0,0
4459,User,21,0,2,China,1,106,2,1,0,0,1,0.6778444975224462,1,0,1,0,0
4073,Admin,17,3,2,China,1,106,4,1,0,0,0,0.27195376001843474,0,0,0,0,1
2021,User,23,3,2,Germany,1,8,2,1,0,0,0,0.8061349249975069,0,1,0,0,0
4461,User,11,0,6,Germany,1,39,2,1,1,0,0,0.8105931677810291,0,0,1,0,0
3613,Guest,8,2,4,China,1,101,1,2,0,0,0,0.27387940715601566,0,0,0,0,0
2129,Guest,8,2,8,Germany,1,71,2,1,0,0,0,0.560064680554103,0,1,0,0,0
4843,User,17,3,1,India,0,68,4,1,0,0,1,0.3489228545340626,0,0,0,1,0
4893,User,17,0,4,USA,1,87,2,1,0,0,0,0.19068573543736655,0,0,1,0,0
2500,User,6,2,5,India,1,13,4,1,0,0,0,0.8059999557958484,0,0,0,0,0
1702,Guest,3,4,9,USA,1,50,3,1,0,0,0,0.991481218306534,0,0,0,0,0
3449,User,12,1,5,Germany,1,87,3,2,0,0,0,0.5657191781923582,0,0,1,0,0
3777,User,16,1,3,India,0,60,3,1,0,0,0,0.9139467048596931,0,0,0,0,0
2579,User,23,1,4,Russia,1,60,2,3,0,0,0,0.6421688075448019,0,0,0,0,0
1161,User,1,3,7,China,1,87,1,1,0,0,0,0.5657237015786565,0,1,0,0,1
1201,User,13,1,1,USA,1,30,4,1,0,0,0,0.4801448800474388,0,0,0,0,0
2981,User,2,1,6,USA,0,64,3,3,0,1,0,0.23571496669333858,1,0,0,0,0
1995,User,4,4,8,Russia,1,81,4,1,0,1,0,0.08425527128243515,1,0,0,0,0
3317,User,13,2,1,Russia,1,90,1,2,0,0,0,0.442335918016843,0,0,0,1,0
4934,User,2,4,8,China,1,116,4,1,1,0,0,0.5613099135488573,1,0,0,0,0
1815,User,22,3,7,Germany,1,76,4,1,0,1,0,0.5094496542224242,1,0,0,0,0
4342,User,6,1,1,India,1,92,3,1,0,1,1,0.6955706354090126,0,0,0,0,0
1455,User,17,2,9,India,1,94,4,2,0,0,0,0.1920987835675405,1,0,0,0,0
4533,Guest,12,1,3,India,1,52,3,1,1,0,0,0.354202978913165,0,0,0,0,0
4798,User,22,1,2,Germany,1,62,1,1,0,0,0,0.4155672712902664,0,0,1,0,0
2275,User,21,3,7,China,1,109,3,3,0,0,0,0.18652330557831198,1,0,0,0,0
2016,Admin,9,1,3,India,1,109,4,1,0,0,0,0.9064642136721273,0,0,0,0,0
4773,User,12,0,1,USA,0,67,1,1,0,0,0,0.6815114574129173,0,0,0,0,0
3343,User,15,2,3,USA,1,62,2,3,0,1,0,0.0918623463423679,1,0,0,0,0
4796,User,8,2,6,USA,1,7,2,1,0,0,0,0.7127980398671891,0,0,0,0,0
3767,Guest,1,0,3,Russia,0,11,1,1,0,1,1,0.547787606020495,0,0,0,0,0
4820,Admin,22,3,5,Russia,1,56,1,2,0,0,0,0.5239404667931525,0,0,0,0,0
1337,User,4,1,9,Germany,0,118,4,1,0,0,0,0.9897857751074809,0,0,1,0,0
1878,User,21,1,7,India,1,66,2,1,0,0,0,0.6182008211755787,1,1,0,0,0
2076,Admin,16,2,2,Russia,1,6,1,1,0,0,0,0.8967281929963138,1,0,0,0,0
1791,User,22,3,1,USA,0,37,2,2,0,0,0,0.913548940106124,0,0,0,0,0
4993,User,21,3,7,Russia,0,16,2,1,0,0,0,0.1014186317408502,0,0,0,0,0
3264,User,3,3,4,USA,1,52,4,1,0,1,0,0.008362256379569888,0,0,1,0,0
1763,User,16,1,7,India,1,80,1,1,0,0,0,0.43526690939872736,0,0,0,0,0
3235,User,8,3,6,Germany,1,57,3,1,0,0,0,0.7692849810410226,0,0,0,1,0
1379,User,19,0,7,China,1,78,1,1,0,0,0,0.8241959553305319,0,0,1,0,0
1492,Admin,1,4,4,China,1,45,2,1,0,0,1,0.7874940466339014,0,0,0,0,0
4112,User,23,3,3,USA,1,95,3,1,0,0,0,0.44728795851419934,1,0,0,0,1
2180,Guest,17,4,5,Russia,1,86,3,1,0,0,0,0.7499641185365241,1,1,0,0,0
3062,User,20,1,3,Russia,1,62,2,1,0,0,0,0.7187765245261798,0,0,0,1,0
4884,User,21,3,3,USA,1,72,3,1,0,0,1,0.3138192509648037,0,0,1,0,0
1064,User,10,2,4,India,1,108,3,1,0,0,0,0.16872056023887883,0,0,0,0,0
4928,User,12,1,8,USA,1,27,1,1,0,0,1,0.6214187172219956,1,0,0,0,0
4910,User,7,0,2,India,1,89,2,1,0,0,1,0.6770863921820848,1,0,0,0,0
3568,User,0,0,4,Germany,1,40,4,1,0,0,0,0.567970690867908,0,0,1,0,0
2367,Guest,16,4,3,Germany,1,98,3,1,0,0,0,0.21317954649104642,0,0,0,0,0
2152,User,11,4,7,USA,1,116,2,1,0,0,0,0.2766733203554558,0,0,0,0,0
3027,Admin,3,2,2,Germany,1,89,1,3,0,0,0,0.7084862714593395,0,0,0,0,0
3695,User,20,2,1,Russia,1,91,1,1,0,1,0,0.9626223640372191,1,0,0,0,0
2495,Guest,12,0,1,India,1,25,1,1,0,0,0,0.9448356015558844,0,0,0,0,0
4134,User,8,3,6,China,0,76,3,2,0,0,0,0.5196581464172928,0,0,0,1,0
2162,User,6,0,3,China,1,107,4,1,0,0,0,0.8865594747654684,0,0,0,0,0
2522,Admin,22,0,7,Germany,1,59,1,2,0,0,0,0.029451200305333214,0,0,0,0,0
3640,User,23,2,8,India,1,60,4,3,0,0,0,0.8611521215976752,0,0,0,0,0
1391,User,4,4,5,Russia,0,17,2,1,1,0,0,0.4761508234347266,0,0,0,0,0
2698,User,4,2,5,China,1,108,1,2,0,0,0,0.781527334908318,0,0,0,1,0
1418,User,16,2,2,Russia,0,26,3,1,0,0,0,0.005582909587431795,1,0,0,0,0
3336,User,8,2,8,Russia,1,11,1,1,0,0,0,0.8685607843690037,0,0,1,0,0
1378,Admin,5,0,1,China,1,28,3,1,0,1,1,0.5949796223808745,0,0,0,0,0
2796,User,18,3,9,China,1,65,2,1,0,0,1,0.24023039825221593,1,0,0,0,0
4561,User,15,0,1,Germany,1,9,4,1,0,0,0,0.3474830544355004,0,0,0,1,0
3278,Guest,20,1,1,India,1,54,4,1,0,0,0,0.20066608693123167,0,0,1,1,0
4065,Guest,1,2,1,USA,0,66,4,2,0,0,0,0.4244057578458832,1,0,0,1,0
3088,Admin,9,2,7,India,1,59,1,1,0,0,0,0.3300060312805233,1,1,0,0,0
4099,Guest,15,1,4,USA,1,30,1,1,0,0,0,0.5345031770520113,1,0,0,0,0
3182,User,4,2,7,China,1,119,2,1,0,0,0,0.8147844418929276,0,0,0,1,1
1200,User,14,2,5,Russia,1,14,4,1,0,0,0,0.9822752651809636,1,0,1,1,0
2863,User,12,2,7,India,1,15,2,1,0,0,0,0.251457640727172,1,0,0,1,0
1779,User,12,1,7,Russia,1,44,3,2,0,0,0,0.10650826269282221,0,0,0,0,0
3977,User,12,0,4,India,1,106,1,1,0,0,0,0.39566724990261504,0,0,0,0,0
4104,Admin,14,2,2,India,1,15,4,1,0,0,1,0.14355427615104754,0,1,1,0,0
4119,User,13,3,8,Russia,1,116,1,1,0,0,0,0.8342402020843542,0,0,0,0,0
1502,User,7,1,2,Germany,0,98,4,1,0,0,0,0.5011248795363639,1,0,0,0,0
3454,User,10,4,9,China,1,8,4,1,0,0,1,0.6199623824086472,0,0,0,1,1
4645,User,17,1,5,Germany,1,6,1,1,0,0,0,0.15061255427639375,0,0,0,0,0
2751,User,23,0,9,Germany,1,81,1,1,0,0,1,0.7496088158365666,0,0,0,0,0
1804,Admin,3,1,9,India,1,43,2,1,0,0,1,0.9735818119349604,0,0,1,0,0
3146,Guest,9,4,8,China,1,85,1,2,0,0,0,0.48238525149226397,0,0,1,0,0
3731,Guest,0,3,8,India,1,27,1,2,0,0,0,0.9624573047906434,0,0,0,0,0
2895,User,4,4,4,USA,1,49,1,1,0,0,1,0.034716093841359985,0,0,0,0,0
3773,Guest,12,1,4,India,1,78,3,2,0,0,0,0.035722713814355433,0,0,0,0,0
2570,User,0,4,2,Russia,1,81,3,2,0,0,0,0.9600129107593914,0,1,0,0,0
1960,Guest,22,1,4,India,1,46,3,1,0,1,1,0.7002655974310279,0,1,0,0,0
4810,Admin,7,3,4,USA,1,107,2,1,0,0,0,0.18868972702400477,0,0,0,0,0
3660,User,2,3,6,India,1,46,2,1,0,0,0,0.36387479909256926,0,0,0,0,0
2485,User,2,0,3,USA,1,33,4,1,0,1,1,0.5077530679281728,0,0,0,0,0
3690,User,6,3,2,China,1,20,2,1,0,0,0,0.7026377355687445,0,0,0,1,0
4840,User,3,2,8,India,1,71,1,1,0,0,0,0.8420265601752295,1,0,0,0,0
2028,User,2,4,2,USA,1,104,4,1,0,0,0,0.08265640471319469,0,0,0,0,0
4289,User,14,4,8,China,1,64,1,1,0,0,0,0.6565741234889138,0,0,1,1,0
1502,User,7,1,7,Russia,1,8,4,1,0,0,0,0.4767114136379429,0,1,0,0,0
3814,User,2,3,3,Germany,1,104,2,1,0,0,0,0.5976222754430279,0,0,0,0,0
1397,Guest,6,0,6,USA,1,20,3,1,0,1,0,0.5085316066113023,0,0,0,1,0
1870,User,17,0,6,Russia,1,45,1,1,0,0,0,0.4506930505094552,0,0,0,0,0
3842,User,10,0,5,China,1,10,4,1,0,0,0,0.20551279617971618,0,0,0,0,0
1392,User,10,2,8,Russia,1,46,3,2,0,0,0,0.4723359123589791,1,0,0,0,0
1206,User,16,3,5,India,0,61,1,1,0,0,1,0.1896551380417696,0,0,0,0,0
2038,User,5,0,7,Germany,1,32,1,1,0,0,0,0.04461148702771611,0,0,0,1,0
2881,Guest,7,2,6,USA,1,104,3,1,0,0,0,0.37382449094802217,1,0,1,0,0
4625,User,0,4,7,China,1,27,2,1,0,0,0,0.024955738749504075,1,0,1,0,0
3939,User,9,1,9,Germany,1,80,3,1,0,0,1,0.5625449630219996,0,0,0,1,0
2484,Guest,18,3,3,China,1,46,2,1,0,0,0,0.0723924533401773,0,0,0,0,0
4762,User,2,3,7,Russia,0,99,4,1,0,0,0,0.43755364228687954,0,0,0,0,0
4646,Admin,3,4,3,China,1,16,2,1,0,1,0,0.9801428373752276,1,0,0,0,0
1863,User,10,3,2,China,1,100,4,1,0,0,0,0.009881520618937989,0,0,0,0,0
3790,Admin,14,3,7,Russia,1,93,4,1,0,0,0,0.3668545676562983,0,0,0,1,0
4312,User,0,3,4,Russia,1,68,4,2,0,0,0,0.6732628559609004,0,0,0,0,0
1563,User,8,3,1,Germany,1,62,4,1,0,1,0,0.15891690461990593,1,0,1,0,0
2020,User,10,2,6,USA,1,55,1,1,0,0,0,0.5607336415701184,1,0,0,1,0
1095,Guest,18,2,6,Russia,1,33,4,2,0,0,0,0.2581903586156227,0,0,0,0,0
2923,User,12,1,6,Germany,0,23,1,2,0,0,0,0.22276869158422574,0,0,0,0,0
2757,User,15,3,2,China,1,90,1,1,0,0,0,0.8949835507459517,1,1,0,0,0
3532,User,3,4,1,China,0,92,4,1,0,0,0,0.20328047898016022,0,0,0,0,0
4478,User,0,0,3,India,1,101,2,1,0,0,0,0.3765517107653026,1,0,0,1,0
3278,Admin,19,1,2,Russia,1,104,2,1,0,0,0,0.16959750487455716,1,0,0,0,0
3796,User,12,0,6,Germany,0,49,3,1,0,1,0,0.2838877397537175,1,0,0,0,0
2678,Guest,0,0,6,Germany,1,108,1,3,0,0,0,0.2931066801223766,0,0,0,0,0
4242,User,4,3,5,USA,1,58,1,1,0,0,0,0.3267730237570665,0,0,0,0,0
1540,User,4,4,5,Germany,1,114,2,3,0,0,0,0.6410669368267251,0,0,0,1,0
2059,User,13,0,9,Russia,1,84,1,1,0,0,0,0.7425927431115346,0,0,0,0,0
3572,Admin,22,0,5,Germany,1,70,2,2,0,0,0,0.5106697195312383,0,0,0,0,0
2183,User,13,1,6,India,1,76,3,1,0,0,0,0.6104759809208841,0,0,0,0,0
4910,User,7,4,4,China,0,17,4,1,0,1,0,0.8132687469833212,0,0,0,0,0
2722,User,3,4,1,China,1,98,4,2,0,0,0,0.9995606613404191,1,0,0,1,0
4314,Admin,6,0,4,Germany,1,69,4,1,0,0,0,0.45650598634372297,0,1,0,0,1
4157,Guest,19,4,2,Germany,1,16,3,1,0,0,0,0.9364344955926457,0,0,1,0,0
2819,Guest,18,1,3,Germany,1,117,1,1,0,0,0,0.49037009302850654,0,0,1,0,0
3625,User,14,1,7,Germany,1,75,3,1,0,0,0,0.7819997524915143,0,0,0,0,0
3729,Guest,21,1,7,India,1,116,1,1,0,0,0,0.5732230451483068,1,0,0,0,0
3604,User,3,3,1,Russia,1,18,1,1,0,0,0,0.8840392252371658,1,1,0,0,0
2597,Guest,18,0,8,India,1,46,4,2,0,0,0,0.44870320161675936,0,1,0,0,0
4060,User,8,4,7,India,1,103,2,1,0,0,0,0.6958150012971706,0,0,1,0,0
3693,Guest,20,1,1,India,1,96,2,1,0,0,0,0.46631521921818797,0,0,0,0,0
1795,Guest,12,0,8,China,1,80,4,1,1,0,0,0.8570274013366919,0,0,0,0,0
2051,User,13,0,2,India,1,108,1,2,0,0,0,0.9943686791423828,0,0,0,0,0
2643,Guest,22,3,8,Germany,1,52,3,1,0,0,0,0.24331499192591188,0,0,0,0,0
4627,User,13,4,3,India,1,28,4,1,0,0,0,0.4743389632072553,1,0,0,1,0
2363,User,21,4,7,Germany,1,69,4,1,0,0,0,0.08125667976038708,0,0,0,0,0
4869,User,9,1,6,Russia,1,21,3,1,0,0,1,0.14099544441378908,0,0,0,1,0
2981,User,15,1,5,China,1,42,1,1,0,1,0,0.9291501822455719,1,1,0,0,0
2354,Admin,4,0,2,Russia,1,32,4,1,0,0,0,0.5436137764909412,0,0,0,0,0
2663,User,22,4,2,Russia,0,37,4,1,0,0,0,0.3951160172260618,1,0,1,0,0
2529,Guest,5,4,1,China,1,28,1,1,0,0,0,0.6714825293075533,0,1,0,0,0
3038,User,1,1,9,Germany,1,115,3,2,0,0,1,0.5601612883201119,0,0,0,0,0
4419,User,12,2,8,Germany,1,113,3,1,0,0,0,0.28871772296722575,0,0,1,1,0
2496,Guest,12,0,8,Germany,0,74,2,1,0,0,0,0.22661450626019897,1,0,0,1,0
4302,Guest,18,4,1,China,1,89,2,1,0,0,0,0.5902397500091051,0,0,0,0,1
3237,Guest,17,3,5,India,1,113,3,1,0,0,0,0.18826551121140478,0,0,1,0,0
4296,User,18,3,6,USA,1,8,2,1,0,0,0,0.139172100772186,0,0,0,0,0
2408,Guest,0,2,2,India,1,37,2,1,0,0,1,0.318387562467061,0,0,0,0,0
2400,User,7,1,5,India,1,14,1,1,0,0,0,0.8613410631434684,0,0,0,0,0
2306,User,21,1,6,Russia,1,40,4,1,0,0,0,0.03681944092282885,0,0,1,0,0
3680,User,15,1,9,USA,1,81,2,1,0,1,0,0.8332662536226892,0,0,0,0,0
3675,User,1,3,1,Germany,1,104,2,1,1,0,0,0.62097383622996,0,0,0,0,0
1972,User,7,1,3,India,0,116,1,1,0,1,0,0.04037275755698588,0,1,0,0,0
2768,User,5,3,9,China,1,77,3,1,0,0,0,0.6020389163882915,0,0,0,0,0
2282,User,15,2,1,India,1,35,2,2,0,0,0,0.42601940475238653,0,0,1,0,0
4430,User,22,0,1,Germany,1,8,4,1,0,0,1,0.8411276081053433,0,0,0,0,0
1709,User,10,4,1,India,1,88,2,1,0,0,0,0.9071987106630457,0,0,0,1,0
2479,User,16,2,7,Russia,1,12,4,2,0,0,0,0.2864931611976166,0,0,1,1,0
2434,User,22,3,5,Russia,1,31,3,2,0,1,0,0.7841700090561199,0,0,1,0,0
1648,Admin,18,2,6,India,1,40,2,1,0,1,0,0.3098028293209395,1,0,0,0,0
1317,Admin,10,4,8,Russia,0,13,4,1,0,0,0,0.295635457338841,0,0,1,0,0
4748,User,7,0,2,China,1,47,4,2,0,0,0,0.19263834070482777,1,0,0,0,0
4296,Guest,21,4,2,USA,1,28,4,2,0,0,0,0.6784890282824177,0,0,0,0,0
4890,User,3,3,3,India,0,41,3,2,0,0,0,0.2616854790267693,0,0,0,0,0
2257,User,10,4,3,China,1,45,4,1,0,0,0,0.4648583420229204,0,0,0,1,0
1683,User,7,2,3,China,1,108,1,1,0,0,0,0.8121280874757166,0,0,1,0,0
1663,User,8,1,4,China,1,98,3,1,0,0,0,0.7919128417073924,0,0,0,0,0
2998,Guest,1,2,3,Germany,1,30,4,3,0,0,0,0.8554426092953898,0,0,0,0,0
4898,User,15,3,2,India,1,8,3,2,0,0,0,0.16106451330422544,0,0,0,1,0
4445,Admin,5,0,9,India,0,5,3,2,0,0,0,0.5868927622823423,1,0,0,0,0
4743,User,20,4,6,India,1,24,1,1,0,0,0,0.9148398448426976,0,0,0,0,0
2631,Admin,20,0,3,USA,0,96,4,1,0,0,0,0.04205008630204554,0,0,0,0,0
2495,User,18,3,9,China,0,49,3,1,0,0,1,0.7945267729983716,0,0,0,0,0
4304,User,7,4,4,India,1,92,3,2,0,0,0,0.24623721418711586,0,0,0,0,0
4763,User,13,2,4,Russia,1,96,4,1,0,0,0,0.6696535952509742,0,0,0,0,0
2136,User,23,2,8,Germany,1,96,1,3,0,0,0,0.7174050440290982,0,1,0,0,0
2853,User,15,3,7,USA,1,73,2,1,0,0,0,0.925585158290568,0,0,0,0,0
2520,Guest,11,4,7,Germany,0,100,4,1,0,0,0,0.508799422422965,1,0,0,1,0
3489,Guest,4,2,7,China,1,56,2,3,0,0,0,0.848231108090543,0,1,0,0,0
1563,Admin,23,3,5,Russia,1,98,4,1,0,0,0,0.04531801259962143,0,0,0,0,0
2291,User,23,3,7,China,1,68,4,1,0,0,0,0.42054278025731817,0,0,0,0,1
4581,User,18,0,4,India,1,25,3,2,0,0,0,0.43951892866892417,0,0,0,1,0
4878,User,17,2,8,Germany,1,110,4,1,0,0,0,0.5382784758436292,0,0,0,1,0
4457,User,8,4,9,Russia,1,84,1,2,0,0,0,0.48134047476786,0,0,0,0,0
4458,Guest,1,2,3,Germany,1,76,1,1,0,0,0,0.9679615208829548,0,0,1,0,0
4184,Guest,19,2,7,USA,0,80,4,2,0,0,1,0.07853957084807761,0,1,1,1,0
2636,User,11,2,9,Russia,1,100,3,1,0,0,0,0.2650166619291262,0,0,0,0,0
4696,User,1,3,1,USA,1,29,3,1,0,0,0,0.9686287814495441,0,0,0,0,0
3999,User,9,1,2,Russia,1,71,2,1,0,1,0,0.445302546209029,0,0,0,0,0
4152,User,0,1,7,India,1,30,4,1,0,0,0,0.5711574521373851,0,0,0,0,0
1698,User,3,0,2,Germany,0,104,2,1,0,0,0,0.08102554430845754,0,0,0,1,0
